PRIMERPERIODO,T,ESTATUSALUMNO,TITULACION,PRV,PRM,PAA,CatPAA,PREPA,CatPrepa,LocalForanea,CIUDADPREPA,ESTADOPREPA,CodEstado,PROMPRE,CatPromPre,BECA,CREDITO,CATFIN,PROMSEM1,EDADING,CatEdad,SEXO,IdSexo,E,ECR2
2007,11,Egresado,Titulado,436,705,1141,1,CENTRO UNIVERSITARIO GUADALAJARA LAMAR *10210,2,1,GUADALAJARA,JALISCO,15,72,1,0,0,1,7.50,18.89,1,M,1,0,3
2007,5,Cambio de plan,Pendiente,0,0,0,3,BACHILLERATO TECNOLOGICO DE EL GRULLO *9701,1,2,EL GRULLO,JALISCO,15,92,3,30,35,2,7.75,17.96,1,M,1,1,2
2007,12,Egresado,Titulado,565,558,1123,1,INSTITUTO LA PAZ * 32254,2,2,URUAPAN,MICHOACAN,16,76,1,0,0,1,7.63,17.96,1,M,1,0,3
2007,3,Baja,Pendiente,682,695,1377,2,I.T.E.S.M. CAMPUS SINALOA *9874,2,2,CULIACAN,SINALOA,25,93,3,20,40,2,8.63,18.33,1,M,1,1,1
2007,12,Egresado,Titulado,533,663,1196,1,CENTRO EDUCATIVO REGIONAL DE ATOTONILCO * 24545,2,2,ATOTONILCO EL ALTO,JALISCO,15,79,1,0,0,1,7.38,18.33,1,M,1,0,3
2007,10,Egresado,Titulado,0,0,0,3,CENTRO EDUCATIVO REGIONAL DE ATOTONILCO * 24545,2,2,ATOTONILCO EL ALTO,JALISCO,15,90,3,0,40,2,7.50,18.26,1,M,1,0,3
2007,11,Egresado,Titulado,618,537,1155,1,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL *10147,1,1,GUADALAJARA,JALISCO,15,80,2,40,35,2,7.88,19.65,2,M,1,0,3
2007,23,Activo,Pendiente,0,0,0,3,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 5 *10182,1,1,GUADALAJARA,JALISCO,15,93,3,100,0,2,8.00,18.23,1,M,1,0,0
2007,12,Egresado,Pendiente,404,516,920,1,FRAY PEDRO DE GANTE *10037,2,2,COLIMA,COLIMA,9,77,1,0,0,1,6.38,18.68,1,M,1,0,3
2007,11,Egresado,Pendiente,575,642,1217,1,INSTITUTO FRAY PEDRO DE GANTE *10038,2,2,COLIMA,COLIMA,9,81,2,0,0,1,8.25,18.55,1,M,1,0,3
2007,8,Baja,Pendiente,351,600,951,1,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS 51 *9910,1,2,MAZATLAN,SINALOA,25,84,2,0,0,1,6.50,17.72,1,M,1,1,1
2007,10,Egresado,Titulado,607,695,1302,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,70,1,0,0,1,7.50,19.62,2,M,1,0,3
2007,10,Egresado,Titulado,693,779,1472,2,I.T.E.S.M. CAMPUS GUADALAJARA *10072,2,1,GUADALAJARA,JALISCO,15,89,2,20,40,2,9.00,19.55,2,M,1,0,3
2007,12,Baja,Pendiente,511,621,1132,1,INSTITUTO PENINSULAR BACHILLERATO *200704,2,2,LA PAZ,BAJA CALIFORNIA SUR,3,88,2,0,0,1,8.00,19.63,2,M,1,1,1
2007,1,Baja,Pendiente,511,484,995,1,INSTITUTO LINCOLN *200711,2,2,MONTERREY,NUEVO LEON,19,90,3,0,0,1,5.00,21.49,3,M,1,1,1
2007,4,Baja,Pendiente,522,569,1091,1,CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS VALLE DE ATEMAJAC *10060,2,1,GUADALAJARA,JALISCO,15,83,2,0,0,1,9.00,19.59,2,M,1,1,1
2007,11,Egresado,Titulado,468,726,1194,1,COLEGIO MORELOS DE TEPATITLAN SEP *98545,2,2,TEPATITLAN DE MORELOS,JALISCO,15,76,1,0,0,1,8.13,17.91,1,M,1,0,3
2007,4,Baja,Pendiente,447,526,973,1,PREPARATORIA MEXICO *9555,2,2,CIUDAD GUZMAN,JALISCO,15,74,1,0,0,1,6.88,17.20,1,M,1,1,1
2007,11,Egresado,Titulado,607,737,1344,2,LICEO DEL VALLE *10061,2,1,GUADALAJARA,JALISCO,15,73,1,0,0,1,8.50,20.39,2,M,1,0,3
2007,14,Egresado,Titulado,543,674,1217,1,LICEO DEL VALLE *10061,2,1,GUADALAJARA,JALISCO,15,70,1,10,0,2,8.75,19.71,2,M,1,0,0
2007,2,Baja,Pendiente,640,705,1345,2,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 5 *10182,1,1,GUADALAJARA,JALISCO,15,79,1,0,40,2,8.63,18.51,1,M,1,1,1
2007,11,Baja,Pendiente,533,632,1165,1,UNIVERSIDAD TEC MILENIO GUADALAJARA * 65455,2,1,ZAPOPAN,JALISCO,15,77,1,15,0,2,7.63,19.61,2,M,1,1,1
2007,10,Egresado,Titulado,682,695,1377,2,BACHILLERATO DE LA UNIVERSIDAD LATINA DE AMERICA *9744,2,2,MORELIA,MICHOACAN,16,68,1,0,0,1,8.38,23.27,3,M,1,0,3
2007,10,Egresado,Titulado,650,716,1366,2,JUAN DE SAN MIGUEL *10110,2,2,URUAPAN,MICHOACAN,16,73,1,0,40,2,8.38,18.03,1,M,1,0,3
2007,12,Egresado,Pendiente,490,674,1164,1,I.T.E.S.M. CAMPUS MORELIA * 65574,2,2,MORELIA,MICHOACAN,16,80,2,0,0,1,7.29,21.71,3,M,1,0,3
2007,11,Egresado,Titulado,533,547,1080,1,PREPARATORIA MAESTRO JOSE VASCONCELOS * 66654,2,2,LA PAZ,BAJA CALIFORNIA SUR,3,82,2,0,0,1,7.25,18.71,1,M,1,0,3
2007,13,Egresado,Titulado,521,642,1163,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 8 *10194,1,1,GUADALAJARA,JALISCO,15,87,2,0,0,1,7.75,18.11,1,M,1,0,0
2007,11,Egresado,Titulado,0,0,0,3,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL *10147,1,1,GUADALAJARA,JALISCO,15,88,2,30,35,2,8.90,20.53,2,M,1,0,3
2008,10,Egresado,Titulado,508,564,1072,1,PREPARATORIA FEBRES CORDERO *10070,2,1,GUADALAJARA,JALISCO,15,72,1,0,40,2,8.17,18.55,1,M,1,0,3
2008,7,Baja,Pendiente,768,564,1332,2,UNIVERSIDAD TECNOLOGICA DE MEXICO PLANTEL ZAPOPAN * 65854,2,1,GUADALAJARA,JALISCO,15,71,1,0,0,1,6.60,17.95,1,M,1,1,1
2008,9,Egresado,Titulado,778,665,1443,2,I.T.E.S.M. CAMPUS TOLUCA *9485,2,2,TOLUCA,ESTADO DE MEXICO,11,86,2,10,0,2,9.43,18.87,1,M,1,0,3
2008,11,Egresado,Titulado,519,575,1094,1,PREPARATORIA ANAHUAC REVOLUCION *10191,2,1,GUADALAJARA,JALISCO,15,75,1,0,40,2,8.14,18.58,1,M,1,0,3
2008,15,Egresado,Titulado,0,0,0,3,FRAY PEDRO DE GANTE *10077,2,2,COLIMA,COLIMA,9,90,3,0,0,1,8.00,17.87,1,M,1,0,0
2008,5,Baja,Pendiente,632,695,1327,2,ACREDITACION ACUERDO 286 SECRETARIA DE EDUCACION PUBLICA *32254,1,2,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,11,75,1,0,0,1,6.67,23.67,3,M,1,1,1
2008,11,Egresado,Titulado,554,779,1333,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,81,2,0,20,2,8.14,19.77,2,M,1,0,3
2008,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,94,3,10,0,2,9.25,19.16,2,M,1,0,3
2008,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,85,2,20,40,2,9.13,20.08,2,F,2,0,3
2008,10,Egresado,Titulado,543,684,1227,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,74,1,0,0,1,8.29,19.51,2,M,1,0,3
2008,10,Egresado,Titulado,490,684,1174,1,COLEGIO TERESA DE AVILA LAGOS *10251,2,2,AGUASCALIENTES,AGUASCALIENTES,1,73,1,10,0,2,8.29,19.40,2,M,1,0,3
2008,5,Baja,Pendiente,200,274,474,1,COLEGIO MEXICO NUEVO *9693,2,1,ZAPOPAN,JALISCO,15,68,1,20,30,2,6.25,20.62,2,M,1,1,1
2008,10,Egresado,Titulado,490,621,1111,1,COLEGIO GUADALAJARA SEP * 65541,2,1,ZAPOPAN,JALISCO,15,73,1,0,0,1,8.86,19.59,2,M,1,0,3
2008,10,Egresado,Titulado,0,0,0,3,COLEGIO CAMPOVERDE*200707,2,2,COLIMA,COLIMA,9,92,3,10,0,2,9.13,19.50,2,M,1,0,3
2008,12,Baja,Pendiente,597,758,1355,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,78,1,0,0,1,8.38,19.11,2,M,1,1,1
2008,12,Baja,Pendiente,554,747,1301,2,SISTEMA EDUCATIVO NACIONAL *10345,1,2,COAHUILA,COAHUILA,8,74,1,0,0,1,6.57,20.20,2,M,1,1,1
2008,9,Egresado,Titulado,671,721,1392,2,PREPARATORIA ANAHUAC REVOLUCION *10191,2,1,GUADALAJARA,JALISCO,15,75,1,20,30,2,9.25,19.19,2,M,1,0,3
2008,12,Egresado,Titulado,499,570,1069,1,LICEO DEL VALLE *10061,2,1,GUADALAJARA,JALISCO,15,71,1,0,0,1,9.00,18.16,1,M,1,0,3
2008,10,Egresado,Titulado,768,687,1455,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,81,2,0,0,1,8.88,19.59,2,M,1,0,3
2008,5,Baja,Pendiente,737,743,1480,2,CENTRO DE DESARROLLO INTEGRAL ARBOLEDAS * 15211,2,1,ZAPOPAN,JALISCO,15,84,2,0,50,2,8.75,18.44,1,M,1,1,1
2008,18,Baja,Pendiente,789,699,1488,2,PREPARATORIA ANAHUAC REVOLUCION *10191,2,1,GUADALAJARA,JALISCO,15,74,1,10,0,2,9.13,18.32,1,F,2,0,0
2008,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,83,2,0,0,1,9.13,19.11,2,M,1,0,3
2008,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,87,2,15,30,2,8.88,17.98,1,M,1,0,3
2008,11,Egresado,Titulado,726,665,1391,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,82,2,0,20,2,8.38,18.79,1,M,1,0,3
2008,9,Egresado,Titulado,737,654,1391,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,75,1,0,30,2,9.13,19.54,2,M,1,0,3
2008,4,Baja,Pendiente,0,0,0,3,BACHILLERATO SOR JUANA INES DE LA CRUZ GUASAVE * 55442,2,2,GUASAVE,SINALOA,25,91,3,0,0,1,8.13,18.78,1,M,1,1,1
2008,11,Egresado,Titulado,614,746,1360,2,INSTITUTO DE ESTUDIOS SUPERIORES DE LOS MOCHIS *10324,2,2,LOS MOCHIS,SINALOA,25,83,2,10,0,2,8.50,19.06,2,M,1,0,3
2008,9,Egresado,Titulado,425,609,1034,1,PREPARATORIA REGIONAL DE ATOTONILCO *9551,1,2,ATOTONILCO EL ALTO,JALISCO,15,86,2,30,35,2,9.00,18.14,1,M,1,0,3
2008,9,Egresado,Titulado,606,714,1320,2,INSTITUTO LA PAZ * 32254,2,2,URUAPAN,MICHOACAN,16,85,2,0,50,2,9.13,18.33,1,M,1,0,3
2008,10,Egresado,Titulado,685,575,1260,2,PREPARATORIA FEBRES CORDERO *10070,2,1,GUADALAJARA,JALISCO,15,80,2,0,0,1,8.75,18.30,1,M,1,0,3
2008,8,Baja,Pendiente,566,613,1179,1,COLEGIO ESPERANZA *20082,2,2,AGUASCALIENTES,AGUASCALIENTES,1,85,2,0,0,1,8.13,17.45,1,M,1,1,1
2008,10,Egresado,Titulado,768,654,1422,2,COLEGIO ALEMAN DE GUADALAJARA *10064,2,1,ZAPOPAN,JALISCO,15,76,1,0,0,1,8.50,19.93,2,M,1,0,3
2008,9,Egresado,Titulado,699,746,1445,2,PREPARATORIA MAESTRO JOSE VASCONCELOS * 66654,2,2,LA PAZ,BAJA CALIFORNIA SUR,3,97,3,0,0,1,9.63,19.20,2,M,1,0,3
2008,12,Egresado,Titulado,551,673,1224,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 12 *10198,1,1,GUADALAJARA,JALISCO,15,81,2,70,20,2,8.25,19.12,2,M,1,0,3
2008,9,Egresado,Titulado,0,0,0,3,INSTITUTO FRANCISCO I. MADERO *10184,2,1,ZAPOPAN,JALISCO,15,95,3,50,0,2,9.63,17.90,1,F,2,0,3
2008,9,Egresado,Titulado,0,0,0,3,PREPARATORIA FEBRES CORDERO *10070,2,1,GUADALAJARA,JALISCO,15,92,3,35,35,2,9.38,18.69,1,M,1,0,3
2008,10,Baja,Pendiente,487,575,1062,1,I.T.E.S.M. CAMPUS ZACATECAS *10143,2,2,GUADALUPE,ZACATECAS,32,78,1,0,0,1,7.13,19.80,2,M,1,1,1
2008,13,Egresado,Titulado,602,497,1099,1,LICEO DEL VALLE *10061,2,1,GUADALAJARA,JALISCO,15,72,1,0,0,1,7.50,18.42,1,M,1,0,0
2008,9,Egresado,Titulado,200,246,446,1,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,78,1,10,0,2,8.75,18.38,1,M,1,0,3
2008,7,Baja,Pendiente,200,246,446,1,PREPARATORIA MEXICO *9555,2,2,CIUDAD GUZMAN,JALISCO,15,77,1,0,0,1,6.38,18.03,1,M,1,1,1
2008,9,Egresado,Titulado,604,689,1293,2,INSTITUTO CULTURAL TAMPICO *9957,2,2,TAMPICO,TAMAULIPAS,28,81,2,10,0,2,9.38,18.84,1,M,1,0,3
2008,10,Egresado,Titulado,0,0,0,3,CENTRO DE ENSEÑANZA TECNICA INDUSTRIAL *10147,1,1,GUADALAJARA,JALISCO,15,85,2,0,30,2,8.50,19.63,2,M,1,0,3
2008,1,Baja,Pendiente,0,0,0,3,FRAY PEDRO DE GANTE *10077,2,2,COLIMA,COLIMA,9,94,3,10,40,2,9.00,17.91,1,M,1,1,1
2008,9,Egresado,Titulado,708,708,1416,2,COLEGIO DE CIENCIAS Y LETRAS DE TEPIC *9799,2,2,TEPIC,NAYARIT,18,99,3,0,0,1,9.63,18.32,1,M,1,0,3
2008,3,Baja,Pendiente,518,570,1088,1,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO 19 *10380,1,2,SAYULA,JALISCO,15,80,2,10,0,2,7.75,19.09,2,M,1,1,1
2008,9,Egresado,Titulado,595,721,1316,2,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 9 *10193,1,1,GUADALAJARA,JALISCO,15,87,2,20,30,2,8.50,17.83,1,M,1,0,3
2008,11,Baja,Pendiente,681,759,1440,2,I.T.E.S.M. CAMPUS IRAPUATO *9497,2,2,IRAPUATO,GUANAJUATO,12,83,2,0,0,1,7.38,19.55,2,M,1,1,1
2008,5,Baja,Pendiente,622,643,1265,2,INSTITUTO DE ESTUDIOS SUPERIORES DE LOS MOCHIS *10324,2,2,LOS MOCHIS,SINALOA,25,77,1,0,0,1,7.50,20.44,2,M,1,1,1
2008,5,Baja,Pendiente,425,676,1101,1,INSTITUTO DARWIN DE EDUCACION ACTIVA * 30260,2,2,CULIACAN,SINALOA,25,71,1,0,0,1,7.29,19.75,2,M,1,1,1
2008,9,Egresado,Titulado,0,0,0,3,INSTITUTO LA SALLE * 15212,2,2,CIUDAD OBREGON,SONORA,26,89,2,40,35,2,8.25,19.38,2,M,1,0,3
2008,14,Egresado,Titulado,674,699,1373,2,COLEGIO BOSQUES TAPACHULA * 65544,2,2,TAPACHULA,CHIAPAS,5,82,2,35,35,2,8.63,19.06,2,M,1,0,0
2008,12,Egresado,Titulado,674,676,1350,2,COLEGIO DEL PEDREGAL *200805,2,1,TLAQUEPAQUE,JALISCO,15,80,2,0,0,1,7.38,18.08,1,M,1,0,3
2008,1,Baja,Pendiente,633,743,1376,2,I.T.E.S.M. CAMPUS COLIMA *9381,2,2,COLIMA,COLIMA,9,95,3,0,0,1,5.00,18.10,1,M,1,1,1
2008,18,Egresado,Titulado,757,721,1478,2,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 5 *10182,1,1,GUADALAJARA,JALISCO,15,71,1,50,25,2,8.57,21.30,3,F,2,0,0
2008,14,Baja,Pendiente,581,643,1224,1,INSTITUTO CULTURAL BALDOR * 98886,2,2,LOS CABOS,BAJA CALIFORNIA SUR,3,78,1,0,0,1,6.25,18.75,1,M,1,0,0
2008,10,Egresado,Titulado,737,687,1424,2,COLEGIO ALEMAN DE GUADALAJARA *10064,2,1,ZAPOPAN,JALISCO,15,78,1,15,0,2,9.00,21.67,3,M,1,0,3
2008,14,Baja,Pendiente,581,631,1212,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,71,1,20,40,2,8.13,19.73,2,M,1,0,0
2008,9,Egresado,Titulado,590,560,1150,1,RESOLUCION DE REVALIDACION *10101,1,1,ZAPOPAN,JALISCO,15,80,2,20,40,2,9.63,17.81,1,F,2,0,3
2008,10,Egresado,Titulado,674,676,1350,2,CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS VALLE DE ATEMAJAC *10060,2,1,GUADALAJARA,JALISCO,15,85,2,10,0,2,7.75,18.85,1,M,1,0,3
2008,10,Egresado,Titulado,664,643,1307,2,COLEGIO DE BACHILLERES DEL ESTADO DE BAJA CALIFORNIA SUR PLANTEL 04 CABO SAN LUCAS * 65541,1,2,LA PAZ,BAJA CALIFORNIA SUR,3,95,3,10,0,2,8.88,19.77,2,M,1,0,3
2008,13,Egresado,Titulado,560,575,1135,1,UNIVERSIDAD TEC MILENIO GUADALAJARA * 65455,2,1,ZAPOPAN,JALISCO,15,86,2,35,35,2,8.14,18.81,1,M,1,0,0
2008,10,Egresado,Titulado,695,598,1293,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,81,2,10,0,2,8.13,19.39,2,M,1,0,3
2008,11,Egresado,Titulado,560,732,1292,2,INSTITUTO DE HUMANIDADES Y CIENCIAS DE GUADALAJARA *10097,2,1,GUADALAJARA,JALISCO,15,74,1,0,0,1,8.50,19.48,2,M,1,0,3
2008,1,Baja,Pendiente,737,721,1458,2,PREPARATORIA FEBRES CORDERO *10070,2,1,GUADALAJARA,JALISCO,15,71,1,0,0,1,8.13,18.27,1,M,1,1,1
2008,1,Baja,Pendiente,519,620,1139,1,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO 32 *9670,1,2,YAHUALICA DE GONZALEZ GALLO,JALISCO,15,82,2,0,0,1,5.50,18.86,1,M,1,1,1
2008,1,Cambio de plan,Pendiente,587,544,1131,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 7 *10220,1,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,7.14,18.32,1,M,1,1,2
2008,11,Egresado,Titulado,695,654,1349,2,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,76,1,10,0,2,8.88,18.32,1,M,1,0,3
2008,12,Egresado,Titulado,768,721,1489,2,LICEO DEL VALLE *10061,2,1,GUADALAJARA,JALISCO,15,72,1,0,40,2,9.25,20.65,2,M,1,0,3
2008,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE LA VERA-CRUZ *10079,2,2,CORDOBA,VERACRUZ,30,93,3,35,35,2,9.63,19.98,2,F,2,0,3
2009,5,Baja,Pendiente,207,239,446,1,COLEGIO DE ESTUDIOS SISTEMAS ABIERTOS CESA *10340,1,2,CHILPANCINGO DE LOS BRAVO,GUERRERO,13,72,1,20,40,2,8.00,19.10,2,M,1,1,1
2009,11,Egresado,Titulado,527,641,1168,1,UNIVERSIDAD DE GUADALAJARA ESCUELA PREPARATORIA NO. 13 *10221,1,1,GUADALAJARA,JALISCO,15,81,2,50,35,2,9.25,22.52,3,M,1,0,3
2009,3,Baja,Pendiente,511,632,1143,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,75,1,0,0,1,8.25,21.38,3,M,1,1,1
2009,11,Egresado,Titulado,200,246,446,1,COLEGIO ANAHUAC *10081,2,1,ZAPOPAN,JALISCO,15,72,1,0,0,1,9.60,19.69,2,M,1,0,3
2009,3,Cambio de plan,Pendiente,665,732,1397,2,LICEO DEL BOSQUE *10214,2,1,GUADALAJARA,JALISCO,15,74,1,0,40,2,7.60,17.87,1,M,1,1,2
2009,1,Baja,Pendiente,513,569,1082,1,"CONALEP PLANTEL ""LIC. FRANCISCO MEDINA ASCENCIO"" MEXICANO -  ITALIANO * 64444",1,1,ZAPOPAN,JALISCO,15,80,2,0,0,1,6.17,19.94,2,M,1,1,1
2009,11,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,84,2,0,40,2,7.67,18.90,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,93,3,10,0,2,9.29,20.01,2,F,2,0,3
2009,10,Egresado,Titulado,674,712,1386,2,I.T.E.S.M. CAMPUS CIUDAD OBREGON *9943,2,2,CAJEME,SONORA,26,93,3,20,50,2,9.00,18.50,1,M,1,0,3
2009,20,Activo,Pendiente,460,610,1070,1,COLEGIO DE ESTUDIOS SISTEMAS ABIERTOS CESA *10340,1,2,CHILPANCINGO DE LOS BRAVO,GUERRERO,13,78,1,30,30,2,7.50,21.00,3,M,1,0,0
2009,10,Egresado,Titulado,601,748,1349,2,COLEGIO CHAMPAGNAT*200709,2,2,SAN LUIS POTOSI,SAN LUIS POTOSI,24,71,1,0,0,1,8.71,18.55,1,M,1,0,3
2009,1,Baja,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,86,2,20,30,2,8.71,19.08,2,M,1,1,1
2009,10,Egresado,Titulado,576,600,1176,1,UNIVERSIDAD TECNOLOGICA DE MEXICO PLANTEL ZAPOPAN * 65854,2,1,GUADALAJARA,JALISCO,15,79,1,0,0,1,7.86,19.18,2,M,1,0,3
2009,11,Egresado,Titulado,489,645,1134,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,70,1,0,0,1,7.38,19.85,2,M,1,0,3
2009,20,Activo,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,88,2,0,0,1,8.88,19.75,2,M,1,0,0
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,91,3,35,35,2,9.25,20.18,2,F,2,0,3
2009,1,Cambio de plan,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,88,2,0,0,1,8.13,18.76,1,M,1,1,2
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,92,3,0,0,1,8.88,19.29,2,M,1,0,3
2009,11,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,84,2,20,40,2,8.29,19.47,2,M,1,0,3
2009,11,Egresado,Titulado,706,553,1259,2,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,76,1,0,0,1,8.63,19.18,2,M,1,0,3
2009,8,Egresado,Titulado,0,0,0,3,BACHILLERATO CENTRO ESCOLAR DEL NOROESTE *030209,2,2,LOS MOCHIS,SINALOA,25,99,3,50,0,2,10.00,18.45,1,M,1,0,3
2009,10,Egresado,Titulado,685,631,1316,2,INSTITUTO FRAY PEDRO DE GANTE *10038,2,2,COLIMA,COLIMA,9,80,2,0,20,2,8.25,19.75,2,M,1,0,3
2009,10,Egresado,Titulado,529,687,1216,1,PREPARATORIA REGIONAL DE AUTLAN *10175,1,2,AUTLAN DE NAVARRO,JALISCO,15,94,3,35,35,2,9.00,19.98,2,M,1,0,3
2009,11,Egresado,Titulado,570,598,1168,1,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,72,1,20,30,2,9.13,18.10,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,PREPARATORIA FRANCISCO I. MADERO *10209,2,1,GUADALAJARA,JALISCO,15,94,3,35,35,2,9.25,18.54,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,COLEGIO MORELOS DE TEPATITLAN SEP *98545,2,2,TEPATITLAN DE MORELOS,JALISCO,15,98,3,30,35,2,9.38,18.37,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE HUMANIDADES Y CIENCIAS DE GUADALAJARA *10097,2,1,GUADALAJARA,JALISCO,15,86,2,0,0,1,8.50,18.74,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,COLEGIO MORELOS DE TEPATITLAN SEP *98545,2,2,TEPATITLAN DE MORELOS,JALISCO,15,99,3,15,20,2,9.50,17.93,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,85,2,50,30,2,9.13,17.76,1,M,1,0,3
2009,9,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,93,3,10,30,2,9.25,18.88,1,M,1,0,3
2009,9,Baja,Pendiente,701,712,1413,2,COLEGIO DE BACHILLERES DEL ESTADO DE JALISCO 12 ARROYO HONDO *98360,1,1,ZAPOPAN,JALISCO,15,96,3,60,25,2,9.00,17.78,1,M,1,1,1
2009,10,Egresado,Titulado,236,273,509,1,COLEGIO MEXICO NUEVO *9693,2,1,ZAPOPAN,JALISCO,15,68,1,0,0,1,7.57,18.41,1,M,1,0,3
2009,9,Egresado,Titulado,531,620,1151,1,UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS GUADALAJARA *200704,2,1,TLAQUEPAQUE,JALISCO,15,92,3,0,30,2,8.88,18.72,1,M,1,0,3
2009,14,Egresado,Titulado,633,676,1309,2,COLEGIO CERVANTES *10067,2,1,GUADALAJARA,JALISCO,15,75,1,0,40,2,8.00,18.66,1,M,1,0,0
2009,5,Baja,Pendiente,0,0,0,3,CENTRO ESCOLAR MEXICO *10066,2,1,GUADALAJARA,JALISCO,15,88,2,25,0,2,7.88,19.97,2,M,1,1,1
2009,9,Egresado,Titulado,0,0,0,3,CENTRO EDUCATIVO REGIONAL DE ATOTONILCO * 24545,2,2,ATOTONILCO EL ALTO,JALISCO,15,98,3,25,0,2,9.50,18.23,1,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,93,3,20,30,2,9.13,17.94,1,F,2,0,3
2009,10,Egresado,Pendiente,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,84,2,0,40,2,8.63,19.04,2,M,1,0,3
2009,10,Egresado,Titulado,0,0,0,3,INSTITUTO DE CIENCIAS *10059,2,1,GUADALAJARA,JALISCO,15,89,2,10,0,2,9.50,18.44,1,M,1,0,3
